Store Number,Store Type,Display Name,Address,City,State,Zip Code,Country,Phone Number,Store Hours,Pharmacy Phone Number,Pharmacy Hours,Services,Vision Phone Number,Photo Phone Number,Tire Phone Number,Latitude,Longitude
2054,2,Walmart,10355 Wicklow Way,Jackson,CA,95642,US,(209) 223-5384,Mon - Sun:7:00 a.m.-11:00 p.m.,(209) 223-5193,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Spirits | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Pharmacy | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today |,,(209) 223-4081,(209) 223-5197,38.360103,-120.807327
2055,1,Walmart Supercenter,344 Loudon Rd,Concord,NH,03301,US,(603) 226-9312,Mon - Sun:6:00 a.m.-12:00 a.m.,(603) 226-9327,Mon - Fri:8:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Portrait_Studio | L_E_I_Apparel | Connection_Center | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Service_Credit_Union | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(603) 226-1007,(603) 226-9347,,43.22773699,-71.48027799
2056,1,Walmart Supercenter,16 Old Gick Rd,Saratoga Springs,NY,12866,US,(518) 581-8035,Mon - Sun:12:00 a.m.-12:00 a.m.,(518) 581-9195,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Open_24_Hours | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,,(518) 581-8106,(518) 581-8138,43.103912,-73.749054
2057,2,Walmart,750 Us Hwy 202,Rindge,NH,03461,US,(603) 899-6882,Mon - Sun:7:00 a.m.-10:00 p.m.,(603) 899-6965,Mon - Fri:8:00 a.m.-8:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | L_E_I_Apparel | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Pharmacy | Immunizations | Photo_Center_One_Hour | Photo_Center | Pay_In_Person | Site_2_Store | Pick_Up_Today |,,(603) 899-6882,,42.74207822,-72.03747555
2058,1,Walmart Supercenter,1725 New Hope Church Rd,Raleigh,NC,27609,US,(919) 790-6910,Mon - Sun:12:00 a.m.-12:00 a.m.,(919) 790-9856,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Fort_Sill_National_Bank | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Immunizations | Photo_Center_One_Hour | Photo_Center | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,,(919) 850-3408,(919) 850-3451,35.837265,-78.60826099
2059,1,Walmart Supercenter,2200 Greengate Centre Cir,Greensburg,PA,15601,US,(724) 830-2440,Mon - Sun:12:00 a.m.-12:00 a.m.,(724) 830-2445,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | First_Summit_Bank | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Center | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today |,(724) 830-2452,(724) 830-2450,(724) 830-2449,40.308475,-79.58221399
2060,2,Walmart,3180 Richmond Rd,Lexington,KY,40509,US,(859) 268-2001,Mon - Sun:12:00 a.m.-12:00 a.m.,(859) 268-1109,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Open_24_Hours | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Center | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(859) 268-0922,(859) 268-1820,(859) 268-0889,38.001114,-84.448097
2061,1,Walmart Supercenter,412 Oaks Xing,Plainwell,MI,49080,US,(269) 685-6191,Mon - Sun:12:00 a.m.-12:00 a.m.,(269) 685-9820,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Spirits | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Flagstar_Bank | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(269) 685-6021,(269) 685-6574,(269) 685-6530,42.4628067,-85.57180786
2062,1,Walmart Supercenter,1400 Mall Dr,Benton Harbor,MI,49022,US,(269) 927-6025,Mon - Sun:12:00 a.m.-12:00 a.m.,(269) 927-6514,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today |,(269) 927-6752,(269) 927-6747,(269) 927-6735,42.07902006,-86.42276935
2063,1,Walmart Supercenter,6001 Mahoning Ave,Austintown,OH,44515,US,(330) 270-0001,Mon - Sun:12:00 a.m.-12:00 a.m.,(330) 270-0006,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Woodforest_Bank | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(330) 270-0013,(330) 270-0011,(330) 270-0010,41.09812099,-80.77395599
2064,1,Walmart Supercenter,220 Route 6 & 209,Milford,PA,18337,US,(570) 491-4940,Mon - Sun:12:00 a.m.-12:00 a.m.,(570) 491-4536,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Woodforest_Bank | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(570) 491-5332,(570) 491-5833,(570) 491-5228,41.35203011,-74.73405115
2065,1,Walmart Supercenter,8445 Walbrook Dr,Knoxville,TN,37923,US,(865) 690-8986,Mon - Sun:12:00 a.m.-12:00 a.m.,(865) 690-6401,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Open_24_Hours | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(865) 690-7217,(865) 690-7208,(865) 690-9370,35.92667399,-84.06235499
2066,1,Walmart Supercenter,2727 Dunvale Rd,Houston,TX,77063,US,(713) 977-2099,Mon - Sun:12:00 a.m.-12:00 a.m.,(713) 977-2570,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Woodforest_Bank | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(713) 977-4894,(713) 977-4892,(713) 977-2579,29.73566599,-95.51228299
2067,2,Walmart,975 Avenue Hostos Ste 2100,Mayaguez,PR,00680,PR,(787) 265-1099,,,,No Services,,,,18.2013463,-67.14515169
2068,1,Walmart Supercenter,180 Levittown Ctr,Levittown,PA,19055,US,(215) 949-6600,Mon - Sun:12:00 a.m.-12:00 a.m.,(215) 949-6605,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(215) 949-6611,(215) 949-6609,,40.142273,-74.82207499
2069,2,Walmart,1360 Center Dr,Medford,OR,97501,US,(541) 772-2060,Mon - Sun:12:00 a.m.-12:00 a.m.,(541) 772-2469,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Open_24_Hours | L_E_I_Apparel | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today |,(541) 772-2776,(541) 772-2957,,42.31044977,-122.8545713
2070,1,Walmart Supercenter,3101 A St,Anchorage,AK,99503,US,(907) 563-5900,Mon - Sun:6:00 a.m.-12:00 a.m.,(907) 563-6600,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Spirits | Portrait_Studio | L_E_I_Apparel | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Wells_Fargo | Garden_Center | Grocery | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Jackson_Hewitt |,(907) 569-2021,(907) 563-6900,,61.192337,-149.880355
2071,1,Walmart Supercenter,8900 Old Seward Hwy,Anchorage,AK,99515,US,(907) 344-5300,Mon - Sun:12:00 a.m.-12:00 a.m.,(907) 344-7300,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Spirits | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Denali_Alaskan_Fedral_Credit_Union | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Jackson_Hewitt |,(907) 569-2030,(907) 344-9900,,61.14026299,-149.868835
2072,2,Walmart,Ave Los Veteranos,Guayama,PR,00784,PR,(787) 864-2039,,,,L_E_I_Apparel |,,,,17.9841328,-66.1137767
2073,2,Walmart,10000 Brookpark Rd,Cleveland,OH,44130,US,(216) 741-7340,Mon - Sun:12:00 a.m.-12:00 a.m.,(216) 741-7386,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Us_Bank | Walmart_Moneycard | Garden_Center | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(216) 741-6786,(216) 741-6977,(216) 741-5979,41.419929,-81.75438599
2074,1,Walmart Supercenter,1350 S Seward Meridian Pkwy,Wasilla,AK,99654,US,(907) 376-9780,Mon - Sun:12:00 a.m.-12:00 a.m.,(907) 376-9783,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Wells_Fargo | Garden_Center | Grocery | Bakery | Pharmacy | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Jackson_Hewitt |,,(907) 376-9755,,61.568752,-149.363647
2075,2,Walmart,20120 Pinebrook Blvd,Bend,OR,97702,US,(541) 389-8184,Mon - Sun:12:00 a.m.-12:00 a.m.,(541) 389-5440,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today |,(541) 389-2508,(541) 389-6634,,44.023448,-121.317283
2077,2,Walmart,31700 Grape St,Lake Elsinore,CA,92532,US,(951) 245-5990,Mon - Sun:12:00 a.m.-12:00 a.m.,(951) 245-4329,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Spirits | Open_24_Hours | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(951) 674-2313,(951) 245-1829,(951) 245-5149,33.66245299,-117.294197
2078,1,Walmart Supercenter,804 Pike St,Marietta,OH,45750,US,(740) 376-9030,Mon - Sun:12:00 a.m.-12:00 a.m.,(740) 376-9035,Mon - Fri:8:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(740) 376-0161,(740) 376-9039,(740) 376-0165,39.40692566,-81.41856059
2079,1,Walmart Supercenter,3225 Us Highway 41 W,Marquette,MI,49855,US,(906) 226-7982,Mon - Sun:12:00 a.m.-12:00 a.m.,(906) 226-5015,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Spirits | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Trunorth_Federal_Credit_Union | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today |,(906) 226-7696,(906) 226-8192,(906) 226-7599,46.54928281,-87.46036514
2080,1,Walmart Supercenter,6020 B Dr N,Battle Creek,MI,49014,US,(269) 979-1628,Mon - Sun:12:00 a.m.-12:00 a.m.,(269) 979-4727,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Center | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(269) 979-8710,(269) 979-8705,(269) 979-8715,42.26102873,-85.17854623
2081,1,Walmart Supercenter,23106 Us Highway 19 N,Clearwater,FL,33765,US,(727) 724-7777,Mon - Sun:12:00 a.m.-12:00 a.m.,(727) 724-3403,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Open_24_Hours | L_E_I_Apparel | Connection_Center | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(727) 724-3801,(727) 791-7411,,27.98296699,-82.73187299
2082,2,Walmart,12701 Towne Center Dr,Cerritos,CA,90703,US,(562) 924-1468,Mon - Sun:6:00 a.m.-11:00 p.m.,(562) 924-0847,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Spirits | Portrait_Studio | L_E_I_Apparel | Connection_Center | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Us_Bank | Walmart_Moneycard | Garden_Center | Deli | Bakery | Pharmacy | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,,(562) 924-1738,,33.871788,-118.061782
2083,1,Walmart Supercenter,215 Four H Camp Rd,Morgantown,WV,26508,US,(304) 292-4786,Mon - Sun:12:00 a.m.-12:00 a.m.,(304) 292-9887,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today |,(304) 292-4893,(304) 292-9891,(304) 292-4791,39.57456775,-79.97139483
2084,1,Walmart Supercenter,1500 N 7Th Ave,Bozeman,MT,59715,US,(406) 585-8788,Mon - Sun:12:00 a.m.-12:00 a.m.,(406) 585-8753,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,,(406) 585-8681,(406) 585-8642,45.69416776,-111.0460858
2085,2,Walmart,3535 Military Ave,Isabela,PR,00662,PR,(787) 830-3030,,,,L_E_I_Apparel |,,,,18.5007759,-67.02434619
2086,1,Walmart Supercenter,1700 Dallas Pkwy,Plano,TX,75093,US,(972) 931-9846,Mon - Sun:12:00 a.m.-12:00 a.m.,(972) 931-5176,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Open_24_Hours | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | First_Convenience_Bank | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today |,(972) 931-8491,(972) 931-1351,(972) 931-5757,33.02499399,-96.827843
2087,1,Walmart Supercenter,850 East County Rd E,Vadnais Heights,MN,55127,US,(651) 486-7001,Mon - Sun:7:00 a.m.-11:00 p.m.,(651) 486-7005,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Portrait_Studio | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Center | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(651) 486-7303,(651) 486-7212,(651) 486-7122,45.05018949,-93.06508831
2088,1,Walmart Supercenter,4133 Veterans Memorial Dr,Batavia,NY,14020,US,(585) 345-1050,Mon - Sun:12:00 a.m.-12:00 a.m.,(585) 345-1055,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Money_Order | Money_Transfer | Walmart_Moneycard | Woodforest_Bank | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(585) 345-1061,(585) 345-1059,(585) 345-1060,43.01279,-78.20886199
2089,1,Walmart Supercenter,13245 Lee Hwy,Bristol,VA,24202,US,(276) 466-0290,Mon - Sun:12:00 a.m.-12:00 a.m.,(276) 466-0319,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Tire_And_Lube | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Center | Money_Order | Money_Transfer | Walmart_Moneycard | Woodforest_Bank | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,(276) 466-0324,(276) 466-0297,(276) 466-0290,36.63789153,-82.11274243
2090,2,Walmart,230 State Highway,Franklin,NJ,07416,US,(973) 209-4242,Mon - Sun:7:00 a.m.-12:00 a.m.,(973) 209-4253,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,L_E_I_Apparel | Connection_Center | Coinstar | Bill_Payment | Bluebird_By_American_Express | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Pharmacy | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today | Jackson_Hewitt |,,(973) 209-4302,,41.11258697,-74.59291076
2091,1,Walmart Supercenter,8651 Nw 13Th Ter,Doral,FL,33126,US,(305) 470-4510,Mon - Sun:12:00 a.m.-12:00 a.m.,(305) 470-4530,Mon - Fri:9:00 a.m.-9:00 p.m. Sat:9:00 a.m.-7:00 p.m. Sun:10:00 a.m.-6:00 p.m.,Beer | Wine | Open_24_Hours | Portrait_Studio | L_E_I_Apparel | Connection_Center | Coinstar | Bill_Payment | Bluebird_By_American_Express | Check_Cashing | Money_Center | Money_Order | Money_Transfer | Walmart_Moneycard | Garden_Center | Grocery | Deli | Bakery | Pharmacy | Vision_Center | Immunizations | Photo_Center_One_Hour | Photo_Center | Photo_Center_Same_Day_Pickup | Pay_In_Person | Site_2_Store | Pick_Up_Today |,(305) 470-4550,(305) 470-4505,,25.786736,-80.33572399
